make,model,year,mileage,fuelType,engineCapacity,price
BMW,Seria 3,2014,193 000 km,Diesel,2 993 cm3,29 999
Opel,Insignia,2010,180 000 km,Benzina,2 800 cm3,6 500
Renault,Megane,2020,1 500 km,Diesel,1 461 cm3,18 700
Volkswagen,Tiguan,2018,179 000 km,Diesel,1 968 cm3,17 750
Kia,Sportage,2016,58 900 km,Diesel,1 995 cm3,14 400
Volkswagen,Multivan,2020,7 000 km,Diesel,2 000 cm3,48 000
Opel,Insignia,2009,188 417 km,Diesel,1 956 cm3,5 290
BMW,X5,2015,157 000 km,Diesel,2 993 cm3,24 500
Subaru,Justy,2007,152 000 km,Benzina,1 328 cm3,2 950
Volkswagen,Bora,2003,169 000 km,Benzina,1 598 cm3,2 450
Opel,Meriva,2008,222 000 km,Diesel,1 686 cm3,2 650
BMW,X3,2007,246 000 km,Diesel,1 995 cm3,6 000
BMW,X1,2010,221 000 km,Diesel,1 995 cm3,8 100
Mitsubishi,Eclipse-Cross,2020,1 km,Benzina,1 499 cm3,20 218
Opel,Astra,2020,1 km,Benzina,1 199 cm3,15 950
Volkswagen,Jetta,2015,149 486 km,Diesel,1 968 cm3,8 850
Audi,A4,2012,260 000 km,Diesel,1 968 cm3,13 500
Seat,Leon,2010,192 000 km,Diesel,2 000 cm3,4 600
Mercedes-Benz,GLE,2020,6 300 km,Diesel,2 925 cm3,98 056
Mercedes-Benz,E,2017,83 200 km,Diesel,2 987 cm3,37 514
Audi,A5,2010,173 000 km,Diesel,2 700 cm3,8 200
Nissan,Note,2012,224 246 km,Benzina,1 386 cm3,4 990
Nissan,Qashqai,2016,85 451 km,Diesel,1 598 cm3,14 900
Toyota,C-HR,2018,18 140 km,Hibrid,1 798 cm3,24 928
Toyota,C-HR,2017,29 000 km,Benzina,1 197 cm3,18 434
Toyota,C-HR,2019,19 900 km,Hibrid,1 798 cm3,25 523
Toyota,C-HR,2018,19 000 km,Hibrid,1 798 cm3,22 045
BMW,Seria 3,2006,276 000 km,Diesel,1 995 cm3,4 700
Toyota,RAV4,2020,15 km,Hibrid,2 478 cm3,38 561
Toyota,RAV4,2019,4 999 km,Hibrid,2 487 cm3,39 392
Toyota,C-HR,2019,23 898 km,Hibrid,1 798 cm3,23 275
Toyota,C-HR,2017,61 740 km,Hibrid,1 798 cm3,20 507
Toyota,C-HR,2020,15 600 km,Hibrid,1 798 cm3,25 112
Toyota,RAV4,2017,75 700 km,Hibrid,2 494 cm3,25 533
Toyota,RAV4,2017,88 511 km,Hibrid,2 494 cm3,25 625
Toyota,C-HR,2018,41 490 km,Hibrid,1 798 cm3,21 020
Toyota,C-HR,2017,68 435 km,Hibrid,1 798 cm3,21 224
Toyota,C-HR,2018,33 500 km,Hibrid,1 798 cm3,21 931
Toyota,C-HR,2020,14 000 km,Hibrid,1 987 cm3,31 544
Toyota,RAV4,2018,45 000 km,Hibrid,2 494 cm3,27 596
Toyota,C-HR,2019,23 161 km,Hibrid,1 798 cm3,23 584
Toyota,C-HR,2019,20 800 km,Hibrid,1 798 cm3,24 097
Toyota,RAV4,2018,25 500 km,Hibrid,2 494 cm3,29 545
Audi,A3,2018,83 515 km,Diesel,1 968 cm3,19 439
Jaguar,E-Pace,2020,1 km,Benzina,1 997 cm3,49 533
Peugeot,508,2011,185 000 km,Diesel,1 580 cm3,5 600
Audi,A5,2012,139 000 km,Diesel,1 998 cm3,12 500
Volkswagen,Transporter,2011,500 000 km,Diesel,1 968 cm3,8 400
Volkswagen,Golf,2012,135 500 km,Benzina,1 200 cm3,7 770
BMW,Seria 5,2007,317 000 km,Diesel,2 993 cm3,6 300
Audi,90,2019,9 999 999 km,Benzina + CNG,2 356 cm3,1 000
Mazda,CX-5,2016,105 743 km,Diesel,2 191 cm3,18 790
Opel,Astra,2011,189 000 km,Diesel,1 686 cm3,4 400
Citroën,C5,2011,210 000 km,Diesel,1 998 cm3,4 990
Ford,Mondeo,2009,109 000 km,Diesel,1 789 cm3,3 490
Mercedes-Benz,GLE,2020,8 300 km,Diesel,2 987 cm3,64 231
Mercedes-Benz,GLE,2020,1 km,Benzina,2 999 cm3,105 898
Peugeot,3008,2017,140 442 km,Diesel,1 560 cm3,15 827
Ford,B-MAX,2013,121 970 km,Benzina,1 388 cm3,4 990
Opel,Insignia,2013,93 049 km,Benzina,1 364 cm3,11 700
Mercedes-Benz,C,2018,29 000 km,Diesel,1 950 cm3,36 899
Mercedes-Benz,E,2017,73 200 km,Diesel,1 950 cm3,25 600
Renault,Grand,2010,145 000 km,Diesel,1 461 cm3,4 150
Toyota,Auris,2017,53 000 km,Benzina,1 179 cm3,9 990
Ford,Fiesta,2009,211 000 km,Benzina,1 242 cm3,3 399
Volkswagen,Passat,2013,232 000 km,Diesel,1 968 cm3,10 750
Hyundai,Tucson,2017,144 000 km,Diesel,1 995 cm3,16 450
Renault,Grand,2017,220 000 km,Diesel,1 600 cm3,12 450
Volkswagen,Touran,2011,265 000 km,Diesel,1 968 cm3,6 000
Opel,Insignia,2010,189 000 km,Diesel,2 000 cm3,5 900
BMW,X3,2014,212 400 km,Diesel,1 995 cm3,16 350
Mercedes-Benz,E,2019,51 000 km,Diesel,1 950 cm3,31 872
Renault,Master,2007,507 741 km,Diesel,2 464 cm3,4 500
Volkswagen,Passat,2014,180 000 km,Diesel,1 998 cm3,14 200
Volkswagen,Passat,2015,180 244 km,Diesel,1 598 cm3,13 200
Opel,Combo,2002,177 000 km,Benzina,1 598 cm3,1 785
BMW,Seria 1,2018,21 474 km,Diesel,1 496 cm3,17 850
Volkswagen,Tiguan,2018,24 900 km,Diesel,1 968 cm3,29 980
Kia,Sorento,2008,220 000 km,Diesel,2 500 cm3,5 100
Ford,B-MAX,2012,128 066 km,Benzina,1 388 cm3,4 990
Maserati,Ghibli,2015,47 619 km,Diesel,2 987 cm3,34 391
Opel,Vivaro,2012,180 000 km,Diesel,1 995 cm3,5 250
Mercedes-Benz,GLK,2013,175 000 km,Diesel,2 143 cm3,14 600
BMW,X5,2014,180 000 km,Diesel,2 993 cm3,25 400
BMW,X1,2016,146 253 km,Diesel,1 995 cm3,16 989
Renault,Megane,2014,167 000 km,Diesel,1 461 cm3,5 899
Renault,Grand,2015,249 000 km,Diesel,1 498 cm3,6 400
Volkswagen,Passat,2017,240 000 km,Diesel,1 598 cm3,11 900
Suzuki,Vitara,2017,185 957 km,Diesel,1 598 cm3,12 950
Citroën,C3,2009,70 000 km,Benzina,1 124 cm3,2 900
Alfa,Romeo,2009,125 580 km,Benzina,1 368 cm3,3 999
Toyota,Land,1999,320 000 km,Diesel,2 982 cm3,5 200
Dacia,Duster,2018,19 000 km,Diesel,1 461 cm3,14 500
BMW,Seria 5,2017,64 000 km,Diesel,1 995 cm3,27 900
Toyota,Prius,2016,143 000 km,Hibrid,1 798 cm3,12 490
Volkswagen,Passat,2015,163 000 km,Diesel,1 968 cm3,17 498
Audi,A6,2013,273 500 km,Diesel,2 967 cm3,16 500
Volkswagen,Passat,2009,199 000 km,Diesel,1 968 cm3,9 000
Volkswagen,Golf,2015,168 000 km,Diesel,2 000 cm3,8 890
Ford,Mondeo,2007,115 000 km,Diesel,2 000 cm3,1 300
Audi,A6,2020,35 000 km,Diesel,2 967 cm3,60 047
Hyundai,Santa,2011,120 420 km,Diesel,2 199 cm3,7 800
Dacia,Sandero,2018,18 000 km,Diesel,1 500 cm3,7 900
Volkswagen,Jetta,2007,205 000 km,Benzina,1 984 cm3,3 650
Ford,C-MAX,2011,290 801 km,Diesel,1 560 cm3,4 999
Opel,Insignia,2015,103 031 km,Diesel,1 956 cm3,10 450
Peugeot,3008,2016,154 058 km,Diesel,1 560 cm3,9 850
Toyota,C-HR,2018,22 000 km,Hibrid,1 798 cm3,23 752
Mercedes-Benz,GLC,2020,3 232 km,Hibrid,1 991 cm3,61 475
Mercedes-Benz,GLE,2020,8 900 km,Benzina,2 999 cm3,98 980
Volkswagen,Golf,2010,164 177 km,Benzina,1 197 cm3,3 900
Porsche,911,2019,7 000 km,Benzina,2 981 cm3,136 731
Kia,Ceed,2018,23 000 km,Benzina,1 353 cm3,19 886
Audi,A4,2008,260 000 km,Diesel,1 896 cm3,5 500
Mercedes-Benz,ML,2010,226 000 km,Diesel,2 987 cm3,14 000
Volkswagen,Golf,2016,208 000 km,Diesel,1 600 cm3,8 568
Mercedes-Benz,GLA,2020,1 km,Benzina,1 991 cm3,58 486
Land,Rover,2013,120 000 km,Diesel,4 367 cm3,38 437
Land,Rover,2010,151 368 km,Diesel,2 402 cm3,25 585
BMW,X5,2016,84 800 km,Diesel,2 993 cm3,41 031
Dacia,Duster,2018,63 000 km,Diesel,1 461 cm3,12 612
Mercedes-Benz,E,2020,30 km,Diesel,1 950 cm3,65 715
Mercedes-Benz,CLA,2020,11 km,Benzina,1 991 cm3,80 920
Porsche,911,2008,86 218 km,Benzina,3 600 cm3,55 500
Skoda,Octavia,2013,106 000 km,Diesel,1 598 cm3,7 222
Toyota,Auris,2010,137 000 km,Diesel,1 998 cm3,5 500
Peugeot,5008,2010,197 000 km,Diesel,1 998 cm3,4 600
BMW,X6,2014,83 000 km,Diesel,2 993 cm3,38 900
Chrysler,Grand,2010,278 000 km,Diesel,2 777 cm3,9 990
Volkswagen,Touran,2013,279 000 km,Diesel,1 598 cm3,6 950
Peugeot,2008,2015,192 631 km,Diesel,1 560 cm3,6 200
Dacia,Lodgy,2015,72 000 km,Benzina,1 197 cm3,6 900
Skoda,RAPID,2016,172 000 km,Diesel,1 598 cm3,6 490
Land,Rover,2016,176 000 km,Diesel,1 999 cm3,17 900
Opel,Insignia,2009,218 886 km,Benzina,1 800 cm3,4 550
Mercedes-Benz,GLE,2020,6 km,Diesel,2 925 cm3,92 274
Ford,Transit,2008,293 180 km,Diesel,2 172 cm3,5 176
Mercedes-Benz,GLE,2018,46 000 km,Benzina,2 996 cm3,61 868
Seat,Ibiza,2002,167 000 km,Benzina,1 198 cm3,1 350
Audi,A6,2018,166 322 km,Diesel,1 968 cm3,23 300
Volkswagen,Passat,2012,232 000 km,Diesel,1 968 cm3,6 590
Volkswagen,Passat,2011,186 000 km,Diesel,1 968 cm3,9 500
Audi,Q5,2010,210 600 km,Diesel,1 968 cm3,12 999
Audi,Q5,2011,168 741 km,Diesel,1 968 cm3,13 499
Mitsubishi,ASX,2015,136 000 km,Diesel,1 800 cm3,10 990
Citroën,C4,2013,126 456 km,Diesel,1 798 cm3,8 990
Volvo,XC,2016,194 873 km,Diesel,1 969 cm3,14 990
Volkswagen,Tiguan,2017,186 532 km,Diesel,2 000 cm3,21 800
Volkswagen,Passat,2010,244 000 km,Diesel,1 595 cm3,7 099
Volkswagen,Golf,2004,236 000 km,Benzina,1 400 cm3,2 200
Mercedes-Benz,S,2014,176 500 km,Diesel,2 987 cm3,33 500
Mercedes-Benz,E,2014,142 500 km,Diesel,2 143 cm3,11 200
Audi,Q7,2019,60 km,Diesel,2 967 cm3,60 500
Hyundai,i40,2013,145 000 km,Diesel,1 685 cm3,8 990
Dacia,Duster,2017,147 000 km,Diesel,1 500 cm3,7 950
Hyundai,ix35,2012,170 000 km,Diesel,1 685 cm3,6 700
Mercedes-Benz,GLE,2020,36 km,Diesel,1 950 cm3,85 920
Audi,A6,2009,208 000 km,Diesel,3 000 cm3,8 999
Land,Rover,2020,2 470 km,Diesel,1 999 cm3,47 564
Audi,A6,2009,281 000 km,Diesel,2 698 cm3,6 800
Mercedes-Benz,GLC,2020,7 km,Benzina,2 996 cm3,82 098
Mercedes-Benz,GLE,2019,40 km,Benzina,2 996 cm3,75 565
Mercedes-Benz,B,2019,7 900 km,Diesel,1 461 cm3,27 251
Skoda,Octavia,2017,36 500 km,Benzina,1 000 cm3,12 850
Volkswagen,Golf,2009,192 200 km,Benzina,1 390 cm3,7 350
Mercedes-Benz,A,2019,3 000 km,Benzina,1 332 cm3,39 999
Opel,Corsa,2020,1 km,Benzina,1 199 cm3,11 386
Volkswagen,Passat,2011,280 000 km,Diesel,1 968 cm3,6 200
Seat,Arona,2020,500 km,Benzina,1 498 cm3,23 000
Mercedes-Benz,E,2017,39 336 km,Diesel,1 950 cm3,32 000
Land,Rover,2004,180 000 km,Diesel,2 720 cm3,5 800
Ford,Galaxy,2012,126 700 km,Diesel,1 997 cm3,10 700
Volkswagen,Golf,2011,269 000 km,Diesel,1 600 cm3,4 499
Audi,A5,2015,97 000 km,Diesel,1 968 cm3,18 000
Ford,S-Max,2018,51 000 km,Diesel,1 997 cm3,21 000
Opel,Astra,2012,180 000 km,Diesel,1 968 cm3,4 700
Mercedes-Benz,GLC,2020,3 000 km,Diesel,1 950 cm3,61 507
Skoda,Octavia,2011,283 794 km,Diesel,1 598 cm3,5 938
Opel,Astra,2012,195 910 km,Benzina,1 398 cm3,6 366
Opel,Astra,2017,50 000 km,Benzina,1 598 cm3,9 746
Volvo,S80,2000,346 000 km,Diesel,2 461 cm3,650
Skoda,Octavia,2005,260 000 km,Diesel,1 896 cm3,3 300
Mazda,CX-5,2014,184 000 km,Diesel,2 198 cm3,10 900
Land,Rover,2010,149 500 km,Diesel,2 993 cm3,12 138
Skoda,Yeti,2011,183 000 km,Benzina,1 800 cm3,6 899
Volkswagen,Golf,2000,233 000 km,Benzina,1 390 cm3,1 300
Dacia,Dokker,2015,138 954 km,Diesel,1 461 cm3,6 490
Mercedes-Benz,GLE,2020,9 000 km,Diesel,2 925 cm3,76 980
Mercedes-Benz,E,2010,192 000 km,Diesel,3 000 cm3,10 300
Mercedes-Benz,C,2005,133 000 km,Benzina,1 796 cm3,3 000
Audi,Q7,2016,24 000 km,Diesel,2 967 cm3,29 500
Volkswagen,Caravelle,2012,144 202 km,Diesel,1 968 cm3,18 900
Mercedes-Benz,GLE,2020,7 000 km,Benzina,2 999 cm3,119 000
Nissan,Qashqai,2020,3 km,Benzina,1 332 cm3,24 300
Volkswagen,Golf,2010,188 000 km,Diesel,1 598 cm3,5 999
Skoda,RAPID,2017,151 000 km,Diesel,1 422 cm3,7 735
Ford,Fiesta,2015,106 036 km,Diesel,1 499 cm3,6 300
Opel,Astra,2017,94 000 km,Benzina,1 398 cm3,7 990
Jeep,Renegade,2019,1 km,Benzina,1 332 cm3,27 606
Mercedes-Benz,GLA,2018,29 081 km,Diesel,2 143 cm3,26 656
Land,Rover,2020,16 600 km,Diesel,1 999 cm3,46 237
Volkswagen,Polo,2006,166 000 km,Benzina,1 400 cm3,3 299
Ford,Kuga,2018,49 000 km,Diesel,1 997 cm3,24 140
Ford,Fiesta,2015,171 000 km,Diesel,1 495 cm3,5 057
Volkswagen,Golf,2010,190 km,Benzina,1 390 cm3,5 950
Mercedes-Benz,S,2011,282 200 km,Diesel,2 143 cm3,14 300
Skoda,Octavia,2016,180 000 km,Diesel,1 595 cm3,8 318
Audi,A6,2010,236 000 km,Diesel,2 000 cm3,8 900
Volkswagen,Passat,2013,169 200 km,Diesel,1 968 cm3,8 300
Dacia,Logan,2018,9 970 km,Benzina,898 cm3,8 400
Alfa,Romeo,2017,24 000 km,Diesel,2 149 cm3,20 490
Skoda,Scala,2020,1 km,Benzina,999 cm3,12 500
BMW,X3,2020,7 km,Benzina,1 998 cm3,61 880
Ford,C-MAX,2015,191 000 km,Diesel,1 495 cm3,7 128
Maserati,Ghibli,2015,116 000 km,Benzina,2 995 cm3,29 143
Opel,Insignia,2010,212 000 km,Diesel,1 996 cm3,4 200
BMW,Seria 3,2003,225 000 km,Benzina,1 995 cm3,5 750
Audi,SQ5,2017,172 000 km,Diesel,2 998 cm3,26 000
Audi,A3,2009,192 000 km,Diesel,1 896 cm3,5 700
Skoda,Fabia,2017,199 000 km,Diesel,1 422 cm3,6 545
Peugeot,308,2015,202 000 km,Diesel,1 560 cm3,6 652
Audi,A3,2014,87 622 km,Diesel,1 600 cm3,10 300
Mitsubishi,Lancer,2008,235 000 km,Diesel,1 968 cm3,5 890
Porsche,Cayenne,2015,127 000 km,Diesel,2 967 cm3,33 499
Audi,A4,2013,239 000 km,Diesel,1 998 cm3,10 250
Ford,Mondeo,2010,204 000 km,Diesel,1 997 cm3,5 490
Ford,C-MAX,2004,261 210 km,Benzina,1 600 cm3,1 790
Audi,A4,2006,420 000 km,Diesel,3 000 cm3,2 900
Hyundai,Grand,2017,77 000 km,Diesel,2 199 cm3,28 500
Audi,A4,2003,266 000 km,Benzina,1 984 cm3,2 290
Renault,Megane,2018,5 000 km,Benzina,1 332 cm3,13 500
Ford,Focus,2013,190 000 km,Diesel,1 560 cm3,5 300
Toyota,Land,2016,160 000 km,Diesel,2 982 cm3,29 500
Porsche,Panamera,2013,196 000 km,Diesel,3 000 cm3,32 500
Opel,Insignia,2012,234 000 km,Diesel,1 956 cm3,4 990
Mercedes-Benz,GLK,2014,75 800 km,Diesel,2 143 cm3,22 400
Audi,Q3,2020,16 km,Diesel,1 968 cm3,47 160
Toyota,Hilux,2007,319 000 km,Diesel,2 494 cm3,7 000
Volkswagen,Transporter,2005,220 000 km,Diesel,2 460 cm3,4 399
Volkswagen,Passat,2011,214 800 km,Diesel,1 968 cm3,7 300
BMW,Seria 7,2013,220 000 km,Diesel,2 993 cm3,21 700
Renault,Megane,2012,190 180 km,Diesel,1 461 cm3,5 899
Dacia,Sandero,2013,162 000 km,Diesel,1 461 cm3,4 990
Ford,Tourneo,2020,1 km,Diesel,1 997 cm3,27 965
Dacia,Logan,2015,119 406 km,Benzina + GPL,1 149 cm3,4 999
Volkswagen,Transporter,2015,303 000 km,Diesel,1 986 cm3,11 300
Mercedes-Benz,Viano,2007,220 000 km,Diesel,2 987 cm3,7 400
Infiniti,FX,2009,96 000 km,Benzina,3 498 cm3,12 500
Audi,A4,2010,194 000 km,Diesel,1 968 cm3,6 100
Mercedes-Benz,GLK,2011,220 000 km,Diesel,2 200 cm3,10 500
Mitsubishi,Outlander,2008,310 000 km,Diesel,2 179 cm3,5 700
Renault,Megane,2015,156 634 km,Diesel,1 461 cm3,7 350
Citroën,C4,2015,191 574 km,Diesel,1 997 cm3,8 990
Mercedes-Benz,E,2020,6 km,Benzina,1 991 cm3,74 023
Opel,Astra,2017,158 919 km,Diesel,1 598 cm3,8 950
Volkswagen,Caddy,2017,49 900 km,Diesel,1 968 cm3,12 495
Skoda,Octavia,2007,164 000 km,Diesel,1 896 cm3,3 920
Opel,Insignia,2010,188 417 km,Diesel,1 956 cm3,5 290
Audi,A4,2013,208 500 km,Diesel,1 968 cm3,11 700
BMW,Seria 5,2012,200 000 km,Diesel,1 995 cm3,13 000
Volkswagen,Passat,2011,228 000 km,Diesel,1 968 cm3,7 990
Opel,Corsa,2007,123 000 km,Benzina,998 cm3,2 100
BMW,X5,2014,160 000 km,Diesel,2 993 cm3,28 799
Volkswagen,Passat,2005,271 500 km,Diesel,2 496 cm3,2 750
Mercedes-Benz,E,2018,58 000 km,Benzina,1 991 cm3,39 900
Skoda,Octavia,2015,196 300 km,Diesel,1 590 cm3,7 999
Volkswagen,Golf,2008,98 666 km,Benzina,3 189 cm3,11 000
Renault,Fluence,2010,157 501 km,Diesel,1 461 cm3,5 299
Volkswagen,Polo,2004,135 000 km,Diesel,1 896 cm3,6 800RON                                                                Negociabil
Opel,Corsa,2009,172 000 km,Benzina,1 000 cm3,1 999
Skoda,Fabia,2008,117 000 km,Benzina,1 198 cm3,3 690
Dacia,Logan,2014,101 000 km,Diesel,1 461 cm3,2 900
Opel,Insignia,2020,1 km,Diesel,1 598 cm3,21 350
Seat,Arona,2020,3 km,Benzina,999 cm3,16 999
Honda,Accord,2009,279 420 km,Diesel,2 199 cm3,5 490
Audi,A4,2009,252 000 km,Diesel,1 968 cm3,7 250
Opel,Corsa,2010,198 000 km,Diesel,1 248 cm3,3 200
Hyundai,I30,2011,200 000 km,Benzina,1 396 cm3,4 500
Skoda,Superb,2009,160 000 km,Benzina,1 798 cm3,6 900
Dacia,Logan,2008,198 654 km,Diesel,1 461 cm3,8 950RON                                                                Negociabil
Mercedes-Benz,C,2016,43 500 km,Benzina,1 595 cm3,22 800
Skoda,Fabia,2011,219 000 km,Benzina,1 197 cm3,3 200
Mercedes-Benz,GLK,2010,249 300 km,Diesel,2 196 cm3,8 590
Renault,Symbol,2005,125 000 km,Benzina,1 390 cm3,1 250
Jeep,Grand,2018,39 000 km,Diesel,2 949 cm3,42 000
Peugeot,508,2012,167 000 km,Hibrid,2 000 cm3,8 600
Skoda,RAPID,2014,210 000 km,Benzina,1 197 cm3,5 650
Mercedes-Benz,V,2016,239 000 km,Diesel,2 143 cm3,23 500
Renault,Kangoo,2011,279 000 km,Diesel,1 461 cm3,4 250
Seat,Toledo,2019,88 000 km,Benzina,1 197 cm3,8 650
Audi,A3,2010,186 000 km,Benzina,1 395 cm3,6 100
Toyota,Prius,2019,3 850 km,Hibrid,1 798 cm3,26 900
Mercedes-Benz,E,2019,3 000 km,Diesel,1 950 cm3,55 919
Audi,Q3,2012,206 152 km,Diesel,1 968 cm3,11 690
BMW,Seria 3,2015,161 240 km,Diesel,1 995 cm3,14 600
Opel,Vectra,2007,120 000 km,Benzina,1 598 cm3,3 390
BMW,Seria 3,2005,175 000 km,Diesel,1 995 cm3,2 590
BMW,X5,2011,292 000 km,Diesel,3 000 cm3,15 000
Opel,Zafira,2011,258 766 km,Diesel,1 686 cm3,4 899
BMW,X5,2016,62 150 km,Diesel,2 993 cm3,39 841
Mini,Cooper,2006,109 850 km,Benzina,1 598 cm3,7 250
Citroën,C1,2007,180 841 km,Benzina,998 cm3,1 800
Dacia,Logan,2016,91 082 km,Diesel,1 461 cm3,6 307
Audi,A4,2010,192 000 km,Diesel,2 700 cm3,6 850
Volkswagen,Golf,2016,146 727 km,Diesel,1 598 cm3,13 390
Volkswagen,Multivan,2007,284 500 km,Diesel,2 461 cm3,8 990
Dacia,Logan,2016,95 000 km,Diesel,1 461 cm3,5 300
Chrysler,Voyager,2005,196 584 km,Diesel,2 800 cm3,3 150
Mercedes-Benz,Vito,2014,498 000 km,Diesel,2 143 cm3,8 300
Mercedes-Benz,E,2012,168 000 km,Diesel,2 143 cm3,9 990
Volvo,V60,2017,165 660 km,Diesel,1 969 cm3,12 450
Opel,Corsa,2016,157 976 km,Diesel,1 248 cm3,5 700
Volkswagen,Touran,2006,215 000 km,Diesel,1 896 cm3,3 490
Skoda,Octavia,2011,117 450 km,Benzina,1 390 cm3,5 990
Audi,A5,2010,173 000 km,Diesel,2 700 cm3,8 200
Ford,Focus,2012,169 000 km,Diesel,1 560 cm3,4 450
Volkswagen,Jetta,2011,229 000 km,Diesel,1 598 cm3,6 550
Mazda,CX-5,2016,53 571 km,Diesel,2 191 cm3,21 408
Mercedes-Benz,GLB,2020,20 km,Diesel,1 950 cm3,54 880
Opel,Vectra,2006,223 852 km,Diesel,1 910 cm3,650
Kia,Stonic,2020,1 km,Benzina,998 cm3,16 637
Toyota,Avensis,2015,151 000 km,Diesel,1 598 cm3,9 100
BMW,Seria 3,2009,207 800 km,Diesel,1 998 cm3,7 499
BMW,X1,2013,196 000 km,Diesel,2 000 cm3,11 499
Renault,Koleos,2012,145 000 km,Diesel,1 995 cm3,8 690
BMW,Seria 5,2015,48 878 km,Diesel,1 995 cm3,28 700
Opel,Insignia,2010,152 000 km,Diesel,1 956 cm3,6 500
Volkswagen,Golf,2018,5 246 km,Benzina,999 cm3,12 000
Mitsubishi,L200,2008,188 000 km,Diesel,2 477 cm3,7 300
Ford,Kuga,2010,236 000 km,Diesel,1 997 cm3,7 500
BMW,Seria 3,2005,238 000 km,Diesel,1 995 cm3,6 300
BMW,Seria 1,2009,231 582 km,Diesel,1 995 cm3,8 499
Volkswagen,Golf,2010,275 295 km,Diesel,1 968 cm3,5 599
Ford,Focus,2012,220 000 km,Diesel,1 998 cm3,5 850
BMW,X1,2011,221 973 km,Diesel,1 995 cm3,9 950
BMW,X5,2015,92 000 km,Diesel,2 998 cm3,35 500
Audi,A5,2020,50 km,Benzina,1 984 cm3,58 900
Mercedes-Benz,GLC,2017,72 018 km,Diesel,2 143 cm3,38 000
Audi,A8,2012,170 200 km,Diesel,2 967 cm3,22 500
Skoda,Octavia,2006,187 456 km,Diesel,1 900 cm3,3 900
Audi,A5,2017,99 990 km,Diesel,1 968 cm3,26 661
Audi,A5,2017,118 799 km,Diesel,1 968 cm3,22 876
Audi,A5,2017,98 305 km,Diesel,1 968 cm3,23 030
Audi,A5,2017,98 800 km,Diesel,1 968 cm3,27 687
Audi,A5,2016,116 100 km,Diesel,1 968 cm3,20 685
Mercedes-Benz,C,2016,169 216 km,Hibrid,2 143 cm3,19 490
Volkswagen,Polo,2007,185 245 km,Benzina + GPL,1 400 cm3,3 600
Skoda,Octavia,2018,143 000 km,Diesel,1 598 cm3,12 450
Toyota,RAV4,2014,105 374 km,Benzina,1 987 cm3,19 500
Volvo,XC,2012,249 000 km,Diesel,2 400 cm3,9 490
Audi,A4,2012,192 000 km,Diesel,1 968 cm3,9 650
BMW,X3,2008,285 000 km,Diesel,1 995 cm3,7 700
Audi,A4,2008,225 000 km,Diesel,1 896 cm3,3 800
Audi,A4,2009,275 000 km,Diesel,1 980 cm3,5 990
Volkswagen,Tiguan,2014,200 000 km,Diesel,1 968 cm3,9 950
Mercedes-Benz,C,2016,141 100 km,Diesel,2 143 cm3,13 590
Audi,A4,2017,100 000 km,Diesel,2 000 cm3,18 000
Seat,Alhambra,2002,276 000 km,Diesel,1 896 cm3,2 577
Ford,Fiesta,2007,227 326 km,Diesel,1 400 cm3,1 800
Ford,Mondeo,2018,45 900 km,Hibrid,1 999 cm3,18 921
Land,Rover,2015,170 000 km,Diesel,2 175 cm3,15 998
Volvo,V40,2014,195 000 km,Diesel,1 560 cm3,9 590
Ford,Transit,2004,210 000 km,Diesel,2 400 cm3,6 000
BMW,Seria 5,2011,230 000 km,Diesel,2 000 cm3,10 800
Toyota,Auris,2011,191 880 km,Hibrid,1 800 cm3,6 999
Ford,Tourneo,2016,93 500 km,Diesel,1 499 cm3,8 200
Honda,Civic,2016,65 856 km,Benzina,1 798 cm3,10 799
Renault,Megane,2017,79 700 km,Benzina,1 598 cm3,10 200
BMW,Seria 2,2016,150 000 km,Diesel,1 995 cm3,12 971
Toyota,Auris,2010,243 800 km,Hibrid,1 800 cm3,6 680
BMW,Seria 7,2013,137 000 km,Diesel,2 993 cm3,24 000
BMW,M5,2012,215 000 km,Diesel,2 993 cm3,21 450
Volkswagen,Golf,2014,56 300 km,Benzina,1 197 cm3,9 400
Mercedes-Benz,ML,2015,207 550 km,Diesel,2 987 cm3,23 441
BMW,X1,2016,86 000 km,Benzina,1 998 cm3,22 899
Audi,A3,2017,97 000 km,Diesel,1 598 cm3,13 799
Volvo,S60,2017,34 000 km,Diesel,1 969 cm3,18 400
BMW,Seria 3,2004,280 000 km,Diesel,1 995 cm3,2 700
Alfa,Romeo,2012,183 000 km,Diesel,1 956 cm3,7 700
Opel,Crossland,2018,87 000 km,Benzina,1 199 cm3,9 800
BMW,Seria 4,2016,116 500 km,Diesel,1 995 cm3,21 600
Dacia,Logan,2018,40 223 km,Diesel,1 461 cm3,7 779
Dacia,Logan,2017,81 603 km,Diesel,1 461 cm3,6 723
Mercedes-Benz,GLC,2016,204 222 km,Diesel,2 143 cm3,22 900
Volvo,V60,2014,216 636 km,Hibrid,2 400 cm3,11 500
Skoda,Superb,2009,167 085 km,Diesel,1 896 cm3,2 950
Citroën,DS4,2016,111 467 km,Diesel,1 560 cm3,9 299
Volkswagen,Golf,2010,195 000 km,Benzina,1 390 cm3,5 690
Land,Rover,2013,260 258 km,Diesel,2 993 cm3,17 500
Mercedes-Benz,CLA,2015,137 000 km,Diesel,2 143 cm3,20 500
Skoda,Karoq,2017,52 054 km,Diesel,1 968 cm3,24 950
